allow_tf32_cudnn,allow_tf32_matmul,avg_power_w,below_30s_floor,benchmark,config_id,device_requested,driver_version,dtype,energy_j,energy_j_counter,exclusion_reason,git_commit,gpu_model_observed,gpu_model_torch,gpu_uuid,hardware_source,idle_post_context_avg_w,idle_post_context_duration_s,idle_post_context_min_w,idle_post_context_n_samples,idle_post_context_peak_w,idle_pre_context_avg_w,idle_pre_context_duration_s,idle_pre_context_min_w,idle_pre_context_n_samples,idle_pre_context_peak_w,idle_skip_reason,image_ref,inner_iters,iters,min_power_w,n,n_failed_power_samples,n_power_samples,node_name,peak_power_w,power_duration_s,power_trace_path,power_window,precision,repeat_index,result_checksum,run_id,run_utc,runtime_s,seed,torch_version,total_flops,warmup_iters,work_hash,work_hash_covers,work_hash_kind,workload,arch,batch_size,batches_completed,final_loss,warmup_batches
False,False,173.21866106719386,False,matmul,matmul|n8192|fp32|i2000|s20260818,cuda,595.91.07,torch.float32,35764.17443577142,33810.79,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce RTX 2080 Ti,NVIDIA-GeForce-RTX-2080-Ti,GPU-1b9d9ca0-6745-6218-37cb-6ca80fc2d761,pynvml,19.83264726027398,59.89201564597897,5.437,292,52.598,5.9716735395189025,59.99309754604474,4.375,291,7.93,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,2000,2000,170.544,8192,0,1012,k8s-haosu-18.sdsc.optiputer.net,175.824,206.46733086300083,matmul/20260823T104230Z-matmul-r3-p57_power.csv,region,fp32,3,137427567278.96912,20260823T104230Z-matmul-r3-p57,2026-08-23T10:42:30+00:00,206.46416650689207,20260818,2.5.1+cu121,2199023255552000,10,3bbd5bd4d6ffd967da24ad12bf21d2c6ce2f3a1bc6b57c8cfd3a7407af188242,"inputs and work shape, not the product",config,matmul,,,,,
False,False,173.13073418972323,False,matmul,matmul|n8192|fp32|i2000|s20260818,cuda,595.91.07,torch.float32,35723.74520016606,33786.936,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce RTX 2080 Ti,NVIDIA-GeForce-RTX-2080-Ti,GPU-1b9d9ca0-6745-6218-37cb-6ca80fc2d761,pynvml,19.83264726027398,59.89201564597897,5.437,292,52.598,5.9716735395189025,59.99309754604474,4.375,291,7.93,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,2000,2000,170.463,8192,0,1012,k8s-haosu-18.sdsc.optiputer.net,176.555,206.34852053993382,matmul/20260823T104602Z-matmul-r4-p57_power.csv,region,fp32,4,137427567278.96912,20260823T104602Z-matmul-r4-p57,2026-08-23T10:46:02+00:00,206.34548272495158,20260818,2.5.1+cu121,2199023255552000,10,3bbd5bd4d6ffd967da24ad12bf21d2c6ce2f3a1bc6b57c8cfd3a7407af188242,"inputs and work shape, not the product",config,matmul,,,,,
False,False,221.7963479623825,False,resnet_train,resnet50|cifar10|fp32|b32|n1000|s20260818,cuda:0,580.178.04,,43722.668182793,44046.9,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce GTX 1080 Ti,NVIDIA-GeForce-GTX-1080-Ti,GPU-3feaff09-dfc5-f477-fd0f-dd4e11826aa2,pynvml,25.763579661016966,59.92676659801509,9.372,295,58.614,17.084423728813558,59.96050078806002,9.716,295,73.411,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,1000,,119.32,,0,957,k8s-gpu-1.ucsc.edu,330.234,197.27860580105335,resnet_train/20260823T104619Z-resnet_train-r1-p78_power.csv,region,fp32,1,,20260823T104619Z-resnet_train-r1-p78,2026-08-23T10:46:19+00:00,197.26925317198038,20260818,2.5.1+cu121,,,acae053eda706ed0b799e385cda9f5c959881aad3d0e1171c0085f40c10f6bde,"seed, dataset indices and workload shape, not trained weights",config,resnet_train,resnet50,32,1000,1.3468422889709473,5
False,False,172.99138811881198,False,matmul,matmul|n8192|fp32|i2000|s20260818,cuda,595.91.07,torch.float32,35647.80185273217,33755.693,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce RTX 2080 Ti,NVIDIA-GeForce-RTX-2080-Ti,GPU-1b9d9ca0-6745-6218-37cb-6ca80fc2d761,pynvml,19.83264726027398,59.89201564597897,5.437,292,52.598,5.9716735395189025,59.99309754604474,4.375,291,7.93,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,2000,2000,170.163,8192,0,1010,k8s-haosu-18.sdsc.optiputer.net,175.907,206.06603198079392,matmul/20260823T104932Z-matmul-r5-p57_power.csv,region,fp32,5,137427567278.96912,20260823T104932Z-matmul-r5-p57,2026-08-23T10:49:32+00:00,206.06291744904593,20260818,2.5.1+cu121,2199023255552000,10,3bbd5bd4d6ffd967da24ad12bf21d2c6ce2f3a1bc6b57c8cfd3a7407af188242,"inputs and work shape, not the product",config,matmul,,,,,
False,False,189.53438900203665,False,resnet_train,resnet50|cifar10|fp32|b32|n1000|s20260818,cuda:0,580.178.04,,38369.66471207477,41580.096,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce GTX 1080 Ti,NVIDIA-GeForce-GTX-1080-Ti,GPU-3feaff09-dfc5-f477-fd0f-dd4e11826aa2,pynvml,25.763579661016966,59.92676659801509,9.372,295,58.614,17.084423728813558,59.96050078806002,9.716,295,73.411,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,1000,,114.263,,0,982,k8s-gpu-1.ucsc.edu,324.91,202.39605024899356,resnet_train/20260823T104945Z-resnet_train-r2-p78_power.csv,region,fp32,2,,20260823T104945Z-resnet_train-r2-p78,2026-08-23T10:49:45+00:00,202.39412099390756,20260818,2.5.1+cu121,,,acae053eda706ed0b799e385cda9f5c959881aad3d0e1171c0085f40c10f6bde,"seed, dataset indices and workload shape, not trained weights",config,resnet_train,resnet50,32,1000,1.3610988855361938,5
False,False,139.60747770069432,False,matmul,matmul|n8192|fp32|i2000|s20260818,cuda,595.71.05,torch.float32,28170.997176114455,28164.172,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA RTX A4000,NVIDIA-RTX-A4000,GPU-3ad43faa-e34c-fe25-9ab1-8c1bed5b8afa,pynvml,25.0573023255814,60.038193388143554,15.557,301,47.319,15.523445182724263,60.040423666127026,15.404,301,15.618,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,2000,2000,101.49,8192,0,1009,ry-gpu-16.sdsc.optiputer.net,139.998,201.77273547416553,matmul/20260823T105116Z-matmul-r1-p57_power.csv,region,fp32,1,137427567278.96912,20260823T105116Z-matmul-r1-p57,2026-08-23T10:51:16+00:00,201.76895545306616,20260818,2.5.1+cu121,2199023255552000,10,3bbd5bd4d6ffd967da24ad12bf21d2c6ce2f3a1bc6b57c8cfd3a7407af188242,"inputs and work shape, not the product",config,matmul,,,,,
False,False,190.385130831643,False,resnet_train,resnet50|cifar10|fp32|b32|n1000|s20260818,cuda:0,580.178.04,,38583.76648290432,41578.836,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce GTX 1080 Ti,NVIDIA-GeForce-GTX-1080-Ti,GPU-3feaff09-dfc5-f477-fd0f-dd4e11826aa2,pynvml,25.763579661016966,59.92676659801509,9.372,295,58.614,17.084423728813558,59.96050078806002,9.716,295,73.411,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,1000,,114.912,,0,986,k8s-gpu-1.ucsc.edu,309.472,202.60673750692513,resnet_train/20260823T105311Z-resnet_train-r3-p78_power.csv,region,fp32,3,,20260823T105311Z-resnet_train-r3-p78,2026-08-23T10:53:11+00:00,202.60489948792383,20260818,2.5.1+cu121,,,acae053eda706ed0b799e385cda9f5c959881aad3d0e1171c0085f40c10f6bde,"seed, dataset indices and workload shape, not trained weights",config,resnet_train,resnet50,32,1000,1.420656442642212,5
False,False,171.4126213017753,False,resnet_train,resnet50|cifar10|fp32|b32|n1000|s20260818,cuda:0,595.91.07,,23733.245600019258,22333.357,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce RTX 2080 Ti,NVIDIA-GeForce-RTX-2080-Ti,GPU-1b9d9ca0-6745-6218-37cb-6ca80fc2d761,pynvml,20.934041095890443,59.880179209169,6.585,292,53.246,10.770639175257728,59.991669895127416,6.109,291,64.362,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,1000,,148.585,,0,676,k8s-haosu-18.sdsc.optiputer.net,203.648,138.45872940309346,resnet_train/20260823T105400Z-resnet_train-r1-p75_power.csv,region,fp32,1,,20260823T105400Z-resnet_train-r1-p75,2026-08-23T10:54:00+00:00,138.4549142140895,20260818,2.5.1+cu121,,,acae053eda706ed0b799e385cda9f5c959881aad3d0e1171c0085f40c10f6bde,"seed, dataset indices and workload shape, not trained weights",config,resnet_train,resnet50,32,1000,1.3745741844177246,5
False,False,139.59284159378004,False,matmul,matmul|n8192|fp32|i2000|s20260818,cuda,595.71.05,torch.float32,28741.451865892373,28722.254,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA RTX A4000,NVIDIA-RTX-A4000,GPU-3ad43faa-e34c-fe25-9ab1-8c1bed5b8afa,pynvml,25.0573023255814,60.038193388143554,15.557,301,47.319,15.523445182724263,60.040423666127026,15.404,301,15.618,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,2000,2000,120.179,8192,0,1029,ry-gpu-16.sdsc.optiputer.net,140.006,205.88456502789631,matmul/20260823T105445Z-matmul-r2-p57_power.csv,region,fp32,2,137427567278.96912,20260823T105445Z-matmul-r2-p57,2026-08-23T10:54:45+00:00,205.88085056701675,20260818,2.5.1+cu121,2199023255552000,10,3bbd5bd4d6ffd967da24ad12bf21d2c6ce2f3a1bc6b57c8cfd3a7407af188242,"inputs and work shape, not the product",config,matmul,,,,,
False,False,170.53001610541713,False,resnet_train,resnet50|cifar10|fp32|b32|n1000|s20260818,cuda:0,595.91.07,,23830.362937970483,22509.396,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce RTX 2080 Ti,NVIDIA-GeForce-RTX-2080-Ti,GPU-1b9d9ca0-6745-6218-37cb-6ca80fc2d761,pynvml,20.934041095890443,59.880179209169,6.585,292,53.246,10.770639175257728,59.991669895127416,6.109,291,64.362,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,1000,,144.55,,0,683,k8s-haosu-18.sdsc.optiputer.net,191.435,139.7499383990653,resnet_train/20260823T105623Z-resnet_train-r2-p75_power.csv,region,fp32,2,,20260823T105623Z-resnet_train-r2-p75,2026-08-23T10:56:23+00:00,139.7470101120416,20260818,2.5.1+cu121,,,acae053eda706ed0b799e385cda9f5c959881aad3d0e1171c0085f40c10f6bde,"seed, dataset indices and workload shape, not trained weights",config,resnet_train,resnet50,32,1000,1.379470705986023,5
False,False,193.83167676767687,False,resnet_train,resnet50|cifar10|fp32|b32|n1000|s20260818,cuda:0,580.178.04,,39367.46367532593,41715.47,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce GTX 1080 Ti,NVIDIA-GeForce-GTX-1080-Ti,GPU-3feaff09-dfc5-f477-fd0f-dd4e11826aa2,pynvml,25.763579661016966,59.92676659801509,9.372,295,58.614,17.084423728813558,59.96050078806002,9.716,295,73.411,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,1000,,106.496,,0,990,k8s-gpu-1.ucsc.edu,311.889,203.13898568798322,resnet_train/20260823T105637Z-resnet_train-r4-p78_power.csv,region,fp32,4,,20260823T105637Z-resnet_train-r4-p78,2026-08-23T10:56:37+00:00,203.138586053974,20260818,2.5.1+cu121,,,acae053eda706ed0b799e385cda9f5c959881aad3d0e1171c0085f40c10f6bde,"seed, dataset indices and workload shape, not trained weights",config,resnet_train,resnet50,32,1000,1.4130483865737915,5
False,False,139.59408543689284,False,matmul,matmul|n8192|fp32|i2000|s20260818,cuda,595.71.05,torch.float32,28767.33573177876,28752.273,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA RTX A4000,NVIDIA-RTX-A4000,GPU-3ad43faa-e34c-fe25-9ab1-8c1bed5b8afa,pynvml,25.0573023255814,60.038193388143554,15.557,301,47.319,15.523445182724263,60.040423666127026,15.404,301,15.618,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,2000,2000,130.475,8192,0,1030,ry-gpu-16.sdsc.optiputer.net,140.052,206.0739585410338,matmul/20260823T105814Z-matmul-r3-p57_power.csv,region,fp32,3,137427567278.96912,20260823T105814Z-matmul-r3-p57,2026-08-23T10:58:14+00:00,206.07013250887394,20260818,2.5.1+cu121,2199023255552000,10,3bbd5bd4d6ffd967da24ad12bf21d2c6ce2f3a1bc6b57c8cfd3a7407af188242,"inputs and work shape, not the product",config,matmul,,,,,
False,False,170.55451169590646,False,resnet_train,resnet50|cifar10|fp32|b32|n1000|s20260818,cuda:0,595.91.07,,23883.9978489942,22511.764,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce RTX 2080 Ti,NVIDIA-GeForce-RTX-2080-Ti,GPU-1b9d9ca0-6745-6218-37cb-6ca80fc2d761,pynvml,20.934041095890443,59.880179209169,6.585,292,53.246,10.770639175257728,59.991669895127416,6.109,291,64.362,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,1000,,148.402,,0,684,k8s-haosu-18.sdsc.optiputer.net,191.574,140.03994574700482,resnet_train/20260823T105845Z-resnet_train-r3-p75_power.csv,region,fp32,3,,20260823T105845Z-resnet_train-r3-p75,2026-08-23T10:58:45+00:00,140.03308705007657,20260818,2.5.1+cu121,,,acae053eda706ed0b799e385cda9f5c959881aad3d0e1171c0085f40c10f6bde,"seed, dataset indices and workload shape, not trained weights",config,resnet_train,resnet50,32,1000,1.345278024673462,5
False,False,198.4774341164457,False,resnet_train,resnet50|cifar10|fp32|b32|n1000|s20260818,cuda:0,580.178.04,,40192.045935376365,41713.024,,9f614f9d829b652abbe29c5c6602c2071f435a09,NVIDIA GeForce GTX 1080 Ti,NVIDIA-GeForce-GTX-1080-Ti,GPU-3feaff09-dfc5-f477-fd0f-dd4e11826aa2,pynvml,25.763579661016966,59.92676659801509,9.372,295,58.614,17.084423728813558,59.96050078806002,9.716,295,73.411,,ghcr.io/aravadhikari05/gpu-retirement-analysis@sha256:9e62c0de6a56b995a1de66269cb1d26666f099390fb90c83e7aaca9f360877e4,1000,,117.624,,0,979,k8s-gpu-1.ucsc.edu,329.192,202.41087504499592,resnet_train/20260823T110003Z-resnet_train-r5-p78_power.csv,region,fp32,5,,20260823T110003Z-resnet_train-r5-p78,2026-08-23T11:00:03+00:00,202.40899701497983,20260818,2.5.1+cu121,,,acae053eda706ed0b799e385cda9f5c959881aad3d0e1171c0085f40c10f6bde,"seed, dataset indices and workload shape, not trained weights",config,resnet_train,resnet50,32,1000,1.4285433292388916,5
